date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
13/1/2007,8,10.8,85,9.3,11,1027.8,0
13/1/2007,9,10.5,89,9.5,8,1027.6,0
13/1/2007,10,10.7,90,9.9,7,1027.1,0
13/1/2007,11,11.0,86,9.6,11,1026.9,0
13/1/2007,12,11.2,82,9,18,1026.6,0
13/1/2007,13,11.5,81,9.6,15,1025.5,0
13/1/2007,14,11.8,79,9.7,18,1024.6,0
13/1/2007,15,11.8,78,10,15,1023.5,0
13/1/2007,16,11.6,80,9.8,15,1023.4,0
13/1/2007,17,11.2,82,9.3,15,1023.0,0
13/1/2007,18,11.0,83,9,15,1023.2,0
13/1/2007,19,10.8,87,9.3,11,1023.3,0
13/1/2007,20,10.8,87,9.3,11,1023.1,0
13/1/2007,21,10.7,89,9.2,11,1023.0,0
13/1/2007,22,10.8,88,9.3,11,1023.4,0
13/1/2007,23,11.2,81,9.3,15,1023.5,0
14/1/2007,0,11.1,79,9.7,11,1024.1,0
14/1/2007,1,11.1,80,9.7,11,1024.7,0
14/1/2007,2,11.0,83,8.7,18,1025.5,0
14/1/2007,3,10.8,87,9.8,8,1026.9,0.2
14/1/2007,4,10.4,82,8.3,15,1028.1,0.2
14/1/2007,5,9.8,79,8.1,11,1029.2,0
14/1/2007,6,8.8,81,7.5,8,1030.2,0
14/1/2007,7,7.8,84,6.4,8,1031.5,0
14/1/2007,8,7.2,83,6.9,4,1032.4,0
14/1/2007,9,6.8,86,5.2,8,1033.0,0
14/1/2007,10,7.7,83,6.5,7,1034.1,0
14/1/2007,11,9.1,76,7.9,8,1034.2,0
14/1/2007,12,9.7,71,8.6,8,1034.2,0
14/1/2007,13,10.1,63,10.1,4,1033.8,0
14/1/2007,14,10.7,59,9.7,8,1033.5,0
14/1/2007,15,10.6,56,9.6,8,1033.2,0
14/1/2007,16,10.4,60,10.4,0,1032.7,0
14/1/2007,17,9.5,64,9.5,4,1032.8,0
14/1/2007,18,8.5,69,7.2,8,1033.1,0
14/1/2007,19,7.8,75,6.4,8,1033.2,0
14/1/2007,20,7.3,76,7,4,1033.3,0
14/1/2007,21,6.6,77,6.2,4,1033.2,0
14/1/2007,22,5.9,83,5.5,4,1032.7,0
14/1/2007,23,5.7,82,3.9,8,1032.8,0
15/1/2007,0,5.0,85,4.5,4,1032.9,0
15/1/2007,1,4.1,88,4.1,0,1032.6,0
